section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.79","O cantitate de gaz ideal absoarbe o căldură de $1,4 \mathrm{~kJ}$ şi se dilată cu $25 \mathrm{~litri}$ la presiune constantă. Energia internă creşte cu $1000 \mathrm{~J}$. Presiunea gazului este:\\","$2,4 \cdot 10^{5} \mathrm{~Pa}$","$1,6 \cdot 10^{4} \mathrm{~Pa}$","$1,5 \cdot 10^{5} \mathrm{~Pa}$","$10^{4} \mathrm{~Pa}$","$1,2 \cdot 10^{4} \mathrm{~Pa}$","nu se poate calcula","Alexandru Lupaşcu","N/A","B","$Q=\nu C_{p}\left(T_{2}-T_{1}\right)=p \Delta V \frac{C_{p}}{R}$.\\ Pentru a calcula $C_{p}$, ne folosim de $\Delta U=\nu C_{V}\left(T_{2}-T_{1}\right)$.\\ Rezultă: $\frac{C_{p}}{C_{V}}=\frac{Q}{\Delta U}=1,4$, deci $C_{p}=\frac{7}{2} R$, $C_{V}=\frac{5}{2} R$.\\ $Q=p \Delta V \cdot \frac{7}{2} \Rightarrow p=\frac{2 Q}{7 \Delta V}=1,6 \cdot 10^{4} \mathrm{~Pa}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.80","Un gaz monoatomic se află într-o incintă sub presiunea unui piston de masă $M$, care se poate mişca fără frecare cu pereții incintei (Fig. 2.9). Gazul este încălzit prin intermediul unei rezistențe electrice aflată în incintă. Dacã pistonul s-a deplasat pe distanța $H$, căldura primită de gaz este:\\","$Q=M g H$","$Q=5 M g H / 2$","$Q=5 M g H$","$Q=3 M g H / 2$","$Q=M g H / 2$","$Q=0$","Gheorghe Stanciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-090","B","$L=p \Delta V=\nu R \Delta T=\left(M g+p_{0} S\right) H$, unde $p=p_{0}+\frac{M g}{S}$.\\ Deci: $\nu \Delta T=\frac{M g\left(H+p_{0} S\right)}{R}$.\\ Variația energiei interne este $\Delta U=\nu C_{V} \Delta T=\frac{3}{2} p \Delta V=\frac{3}{2}\left(M g+p_{0} S\right) H$.\\ Căldura primită este: $Q=\Delta U+L=\frac{5}{2}\left(M g+p_{0} S\right) H$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.81","Într-un cilindru cu piston se află un număr $\nu$ de moli de $He$. Gazul suferă o transformare din starea 1 în starea 2 ca în Fig. 2.10. Temperatura maximă atinsă în cursul transformării 1-2 va fi:\\","$T_{\text {max }}=\frac{p_{1} V_{1}-p_{2} V_{2}}{v p_{1} V_{1}}$","$T_{\text {max }}=\frac{p_{2} V_{2}-p_{1} V_{1}}{v p_{2} V_{2}}$","$T_{\text {max }}=\frac{\left(p_{2} V_{1}-p_{1} V_{2}\right)^{2}}{4 v R\left(p_{2}-p_{1}\right)\left(V_{1}-V_{2}\right)}$","$T_{\text {max }}=\frac{\left(p_{2} V_{2}-p_{1} V_{1}\right)^{2}}{p_{2} V_{2}-p_{1} V_{1}}$","$T_{\text {max }}=\frac{p_{2} V_{2}}{v R}$","$T_{\text {max }}=\frac{\left(p_{2} V_{2}-p_{1} V_{1}\right)^{2}}{v R\left(p_{2} V_{2}-p_{1} V_{1}\right)}$","Gheorghe Stanciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-091","C","Ecuația dreptei ce trece prin $\left(p_{1}, V_{1}\right)$ şi $\left(p_{2}, V_{2}\right)$ este:\\ $p-p_{2}=\frac{p_{2}-p_{1}}{V_{2}-V_{1}}\left(V-V_{2}\right)$.\\ Din ecuația de stare, avem: $T=\frac{p V}{\nu R}$.\\ Din cele două relații se obține:\\ $T=\frac{p_{2}-p_{1}}{V_{2}-V_{1}}\left(V-V_{2}\right) \frac{V}{\nu R}+p_{2} \frac{V}{\nu R}$.\\ Pentru ca $T$ să fie maxim calculăm $V$ din condiția $\frac{\mathrm{d} T}{\mathrm{d} V}=0$.\\ Rezultă $V=\frac{p_{2} V_{1}-p_{1} V_{2}}{2\left(p_{2}-p_{1}\right)}$.\\ Introducând $V$ în expresia temperaturii rezultă:\\ $T_{\max}=\frac{\left(p_{2} V_{1}-p_{1} V_{2}\right)^{2}}{4 \nu R\left(p_{2}-p_{1}\right)\left(V_{1}-V_{2}\right)}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.82","Un rezervor de volum $V$ este umplut cu aer la presiunea $p_{1}$ şi temperatura $T_{1}$. Rezervorul este încălzit la temperatura $T_{2},\left(T_{2}>T_{1}\right)$. Pentru ca presiunea în rezervor să rămână constantă, din rezervor este eliminată o masă $\Delta m$ de aer. Masa de aer rămasă în rezervor în funcție de $p_{1}, V, \mu, T_{1}, \Delta m$ este:\\","$m_{1}=\frac{p_{1} V}{\mu R T_{1}}-\Delta m$","$m_{1}=\frac{p_{1} V}{R T_{2}}-\Delta m$","$m_{1}=\frac{p_{1} T_{1}}{\mu R V}-\Delta m$","$m_{1}=\frac{p_{1} V}{\mu T_{2}}-R \Delta m$","$m_{1}=\frac{\mu p_{1} V}{R T_{1}}-\Delta m$","$m_{1}=\frac{\mu p_{1} V}{R T_{1}}$","Gheorghe Stanciu","N/A","E","Ecuația de stare pentru situația inițială se scrie: $p_{1} V=\frac{m}{\mu} R T_{1}$.\\ Deci masa inițială este $m=\frac{\mu p_{1} V}{R T_{1}}$, iar masa rămasă în rezervor va fì:\\ $m_{1}=\frac{\mu p_{1} V}{R T_{1}}-\Delta m$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.83","În figura 2.11 punctele $A$ şi $B$ se află pe aceeaşi izotermă. Să se precizeze dacă în cursul transformării de la $A$ la $B$ are loc:\\","o creştere a temperaturii","o scădere a temperaturii","temperatura rămâne constantă","o creştere a volumului şi o creştere a temperaturii","o creştere şi apoi o scădere a temperaturii","o scădere a presiunii şi o creştere a temperaturii","Gheorghe Stanciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-092","E","Are loc o creştere şi apoi o scădere a temperaturii.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.84","Un mol de gaz efectuează ciclul din Fig. 2.12. Temperaturile în punctele 1 şi 3 sunt $T_{1}$ şi respectiv $T_{3}$. Știind că punctele 2 şi 4 se află pe aceeaşi izotermă să se precizeze dacă lucrul efectuat pe ciclu este:\\","$R T_{1}\left(\sqrt{\frac{T_{3}}{T_{1}}}-1\right)$","$R T_{1} \sqrt{\frac{T_{3}}{T_{1}}}$","$R\left(\frac{T_{3}}{T_{1}}-1\right)$","$R T_{1} \sqrt{\frac{T_{1}}{T_{3}}}$","$R T_{1}\left(\sqrt{\frac{T_{1}}{T_{3}}}-1\right)^{2}$","$R T_{1}\left(\sqrt{\frac{T_{3}}{T_{1}}}-1\right)^{2}$","Gheorghe Stanciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-092(1)","F","$L=R T_{1}\left(\sqrt{\frac{T_{3}}{T_{1}}}-1\right)^{2}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.85","Un mol de gaz ideal monoatomic (coeficientul adiabatic $\gamma$ ) se află inițial într-o stare caracterizată de temperatura $T_{0}$ şi presiunea $p_{0}$. Să se determine temperatura și presiunea finală a gazului în urma unei evoluții adiabatice în care are loc o triplare a volumului ocupat de gaz.\\","$p=\frac{p_{0}}{3^{\gamma}}, T=3^{1-\gamma} T_{0}$","$p=\frac{p_{0}}{3^{\gamma}}, T=3^{\gamma} T_{0}$","$p=\frac{p_{0}}{3^{1-\gamma}}, T=3^{\gamma} T_{0}$","$p=\frac{P_{0}}{3^{1-\gamma}}, T=3^{1-\gamma} T_{0}$","$p=\frac{2 p_{0}}{3^{\gamma}}, T=3^{1-\gamma} T_{0}$","$p=\frac{3 p_{0}}{3^{\gamma}}, T=3^{1-\gamma} T_{0}$","Vasile Popescu","N/A","A","Din legea adiabatei, $p_{0} V_{0}^{\gamma}=p V^{\gamma}=p\left(3 V_{0}\right)^{\gamma} \Rightarrow p=\frac{p_{0}}{3^{\gamma}}$;\\ Din ecuațiile de stare $p V=R T$, $p_{0} V_{0}=R T_{0}$, avem:\\ $T=\frac{p V}{R}=\frac{1}{R}\left(\frac{p_{0}}{3^{\gamma}}\right)\left(3 V_{0}\right)=\frac{1}{R} \frac{3}{3^{\gamma}} R T_{0} \Rightarrow T=3^{1-\gamma} T_{0}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.86","În mol de gaz ideal monoatomic (coeficientul adiabatic $\gamma$ ) se află inițial într-o stare caracterizată de temperatura $T_{0}$ şi presiunea $p_{0}$. Să se determine temperatura şi presiunea finală a gazului în urma unei evoluții izoterme în care are loc o înjumătățire a volumului ocupat de gaz.\\","$T=T_{0}, p=2 p_{0}$","$T=2 T_{0}, p=2 p_{0}$","$T=T_{0}, p=p_{0}$","$T=2 T_{0}, p=\frac{p_{0}}{2}$","$T=\frac{T_{0}}{2}, p=2 p_{0}$","$T=-\frac{T_{0}}{2}, p=\frac{p_{0}}{2}$","Vasile Popescu","N/A","A","Avem $T=T_{0}$ (proces izoterm), $V=\frac{V_{0}}{2}$. Conform legii transformării izoterme, obţinem:\\ $p_{0} V_{0}=p V \Rightarrow p=\frac{p_{0} V_{0}}{V}=2 p_{0}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.87","Un mol de gaz ideal monoatomic (coeficientul adiabatic $\gamma$ ) se află inițial intr-o stare caracterizată de presiunea $p_{0}$ şi volumul $V_{0}$. Să se determine lucrul mecanic în timpul unei evoluții adiabatice în care are loc o triplare a volumului ocupat de gaz.\\","$L=\frac{p_{0} V_{0}}{1-\gamma}\left(3^{1-\gamma}-1\right)$","$L=\frac{p_{0} V_{0}}{1-\gamma}\left(3^{1-\gamma}+1\right)$","$L=\frac{p_{0} V_{0}}{1-\gamma}\left(2^{1-\gamma}-1\right)$","$L=\frac{p_{0} V_{0}}{1+\gamma}\left(3^{1-\gamma}-1\right)$","$L=\frac{p_{0} V_{0}}{1+\gamma}\left(3^{1+\gamma}-1\right)$","$L=\frac{p_{0} V_{0}}{1-\gamma} \cdot 3^{1-\gamma}$","Vasile Popescu","N/A","A","Folosim definiţia integrală a lucrului mecanic:\\ $L=\int_{V_{0}}^{3 V_{0}} p d V=\int_{V_{0}}^{3 V_{0}} \frac{p_{0} V_{0}^{\gamma}}{V^{\gamma}} d V=\left.p_{0} V_{0}^{\gamma} \frac{V^{-\gamma+1}}{-\gamma+1}\right|_{V_{0}} ^{3 V_{0}}=\frac{p_{0} V_{0}^{\gamma}}{1-\gamma}\left[\left(3 V_{0}\right)^{1-\gamma}-V_{0}^{1-\gamma}\right]$.\\ Din legea adiabatei, $p V^{\gamma}=p_{0} V_{0}^{\gamma} \Rightarrow L=\frac{p_{0} V_{0}}{1-\gamma}\left[3^{1-\gamma}-1\right]$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.88","Un mol de gaz ideal monoatomic (coeficientul adiabatic $\gamma$ ) se află inițial intr-o stare caracterizată de presiunea $p_{0}$ şi volumul $V_{0}$. Să se determine lucrul mecanic în timpul unei evoluții izoterme în care are loc o înjumătățire a volumului ocupat de gaz.\\","$L=-p_{0} V_{0} \ln 2$","$L=-p_{0} V_{0}^{\gamma} \ln 2$","$L=-p_{0} V_{0}^{\gamma-1} \ln 2$","$L=-p_{0} V_{0} \ln 3$","$L=-\frac{p_{0}}{V_{0}} \ln 2$","$L=-\frac{p_{0} V_{0}}{\ln 2}$","Vasile Popescu","N/A","A","Folosim definiția integrală a lucrului mecanic:\\ $L=\int_{V_{0}}^{\frac{V_{0}}{2}} p \mathrm{~d} V=\left.\int_{V_{0}}^{\frac{V_{0}}{2}} \frac{R T}{V} \mathrm{~d} V=R T_{0} \ln V\right|_{V_{0}} ^{\frac{V_{0}}{2}}=R T_{0} \ln \frac{\frac{V_{0}}{2}}{V_{0}}$, deoarece pentru acest caz $P V=R T=R T_{0}$;\\ Deci: $L=R T_{0} \ln \frac{1}{2}=p_{0} V_{0} \ln \frac{1}{2} \Rightarrow L=-p_{0} V_{0} \ln 2$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.89","Să se determine $p_{2}, T_{2}, p_{3}$ și $T_{3}$ în funcție de $p_{1}, T_{1}$ și de exponentul adiabatic $\gamma$ în cazul unui mol de gaz ideal monoatomic care este supus următoarelor transformări succesive: $\begin{aligned}& \left(p_{1}, V_{1}, T_{1}\right) \Rightarrow \frac{\text { transformare }}{\text { adiabatică }} \Rightarrow\left(p_{2}, 2 V_{1}, T_{2}\right) \Rightarrow \frac{\text { transformare }}{\text { izotermă }} \Rightarrow\left(p_{3}, V_{1}, T_{3}\right) \Rightarrow & \Rightarrow \frac{\text { transformare }}{\text { izocoră }} \Rightarrow\left(p_{1}, V_{1}, T_{1}\right) \end{aligned}$\\","$p_{2}=2^{-\gamma} p_{1}, T_{2}=2^{1-\gamma} T_{1}, p_{3}=\frac{p_{1}}{2^{\gamma-1}}, T_{3}=2^{1-\gamma} T_{1}$","$p_{2}=2^{\gamma} p_{1}, T_{2}=2^{1-\gamma} T_{1}, p_{3}=2^{\gamma} p_{1}, T_{3}=2^{\gamma} T_{1}$","$p_{2}=2^{-\gamma+1} p_{1}, T_{2}=2^{1-\gamma} T_{1}, p_{3}=2^{1-\gamma} p_{1}, T_{3}=2^{1-\gamma} T_{1}$","$p_{2}=2^{\gamma+1} p_{1}, T_{2}=2^{\gamma+1} T_{1}, p_{3}=2^{\gamma+1} p_{1}, T_{3}=2^{\gamma+1} T_{1}$","$p_{2}=2 p_{1}, T_{2}=2 T_{1}, p_{3}=2^{\gamma} p_{1}, T_{3}=2^{\gamma} T_{1}$","$p_{2}=2^{-\gamma} p_{1}, T_{2}=2^{-1-\gamma} T_{1}, p_{3}=2^{-1-\gamma} p_{1}, T_{3}=2^{-1-\gamma} T_{1}$","Vasile Popescu","N/A","A","Din legea adiabatei, $p_{1} V_{1}^{\gamma}=p_{2}\left(2 V_{1}\right)^{\gamma} \Rightarrow p_{2}=\frac{p_{1}}{2^{\gamma}}$;\\ Scriem ecuațiile de stare: $p_{2}\left(2 V_{1}\right)=R T_{2}$, $p_{1} V_{1}=R T_{1}$;\\ Obținem $T_{2}=\frac{p_{2}\left(2 V_{1}\right)}{R}=\frac{p_{1}}{2^{\gamma}} \frac{\left(2 V_{1}\right)}{R}=\frac{2}{2^{\gamma}} T_{1} \Rightarrow T_{2}=2^{1-\gamma} T_{1}$.\\ $T_{3}=T_{2}(\text {izotermă}) \Rightarrow T_{3}=2^{1-\gamma} T_{1}$;\\ $p_{2}\left(2 V_{1}\right)=p_{3} V_{1}(\text {izotermă}) \Rightarrow p_{3}=\frac{p_{2}\left(2 V_{1}\right)}{V_{1}}=2 p_{2}=\frac{2 p_{1}}{2^{\gamma}} \Rightarrow p_{3}=\frac{p_{1}}{2^{\gamma-1}}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.90","Să se determine lucrul mecanic total efectuat de un mol de gaz ideal monoatonic în următoarele transformări succesive: $ \left(p_{1}, V_{1}, T_{1}\right) \Rightarrow\left(p_{2}, V_{2}, T_{1}\right) \Rightarrow\left(p_{2}, V_{1}, T_{2}\right) \Rightarrow\left(p_{1}, V_{1}, T_{1}\right)$.\\","$p_{1} V_{1}\left(V_{2}-V_{1}\right)$","$p_{2}\left(V_{1}-V_{2}\right)$","$p_{1} V_{1} \ln \frac{V_{2}}{V_{1}}+p_{2}\left(V_{1}-V_{2}\right)$","$p_{1} V_{1}\left(V_{2}-V_{1}\right)+p_{2}\left(V_{1}-V_{2}\right)$","$p_{1} V_{1} \frac{T_{2}-T_{1}}{T_{1}}$","$R\left(T_{2}-T_{1}\right)$","Vasile Popescu","N/A","C","Pentru cele trei transformări, avem:\\ $L_{12}=p_{1} V_{1} \ln \frac{V_{2}}{V_{1}}$ \quad (izotermă)\\ $L_{23}=p_{2}\left(V_{1}-V_{2}\right)$ \quad (izobară)\\ $L_{31}=0$ \quad (izocoră)\\ Deci: $L=L_{12}+L_{23}+L_{31}=p_{1} V_{1} \ln \frac{V_{2}}{V_{1}}+p_{2}\left(V_{1}-V_{2}\right)$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.91","O masă de gaz $(\mu=28 \mathrm{~kg} / \mathrm{kmol}) m=1 \mathrm{~kg}$ este încălzită cu $\Delta T=100 \mathrm{~K}$ la volum constant. Să se determine variația energiei interne. Se dau: $C_{p}=\frac{7 R}{2}$, $R=8310 \mathrm{~J} / \mathrm{kmol} \cdot \mathrm{K}$.\\","$74,2 \mathrm{~kJ}$","$7,79 \mathrm{MJ}$","$7,75 \mathrm{MJ}$","$7,4 \mathrm{~kJ}$","$24 \mathrm{~kJ}$","$27,5 \mathrm{~kJ}$","Vasile Popescu","N/A","A","$\Delta U=Q_{V}=m c_{V} \Delta T=m \mu c_{V} \frac{\Delta T}{\mu}=m C_{V} \frac{\Delta T}{\mu}$;\\ Din relaţia $C_{p}-C_{V}=R$, avem $C_{p}=\frac{7 R}{2} \Rightarrow C_{V}=\frac{5 R}{2}$;\\ Obținem: $\Delta U=5 m R \frac{\Delta T}{2 \mu}=5 \cdot 8310 \cdot \frac{100}{2 \cdot 28}=74,2 \mathrm{~kJ}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.92","$1 \mathrm{~kmol}$ de gaz este încălzit la presiune constantă cu $10 \mathrm{~K}$. Să se determine lucrul mecanic efectuat de gaz. Se dă: $R=8310 \mathrm{~J} / \mathrm{kmol} \cdot \mathrm{K}$.\\","$83,1 \mathrm{~kJ}$","$831 \mathrm{~kJ}$","$31 \mathrm{~MJ}$","$8,31 \mathrm{~J}$","$8,31 \mathrm{~kJ}$","$31 \mathrm{~kJ}$","Vasile Popescu","N/A","A","Avem: $L=p \Delta V=m R \frac{\Delta T}{\mu}$, $\Delta T=10 \mathrm{~K}$, $\frac{m}{\mu}=1 \mathrm{~Kmol}$.\\ Deci: $L=R \Delta T=8130 \cdot 10=83,1 \mathrm{~kJ}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.93","Să se determine căldura primită de un gaz în cazul unei transformări ciclice în care lucrul mecanic efectuat de gaz este $L=100 \mathrm{~J}$ iar randamentul ciclului este $\eta=0,2$.\\","$400 \mathrm{~J}$","$100 \mathrm{~J}$","$500 \mathrm{~J}$","$200 \mathrm{~J}$","$20 \mathrm{~J}$","$0,002 \mathrm{~J}$","Vasile Popescu","N/A","C","Din $\eta=\frac{L}{Q_{1}} \Rightarrow Q_{1}=\frac{L}{\eta}=\frac{100}{0,2}=500 \mathrm{~J}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.94","Un gaz ocupă volumul $V_{1}=1 \mathrm{~litru}$ la presiunea $p_{1}=10^{5} \mathrm{~N} / \mathrm{m}^{2}$ şi temperatura $t_{1}=27^{\circ} \mathrm{C}$. Gazul este încălzit izobar până la temperatura $t_{2}=30^{\circ} \mathrm{C}$. Să se determine lucrul mecanic efectuat.\\","$1 \mathrm{~J}$","$196 \mathrm{~J}$","$9,6 \mathrm{~J}$","$2 \mathrm{~J}$","$1 \mathrm{~kJ}$","$9,6 \mathrm{~kJ}$","Vasile Popescu","N/A","A","Aplicăm legea transformării izobare:\\ $\frac{V_{1}}{T_{1}}=\frac{V_{2}}{T_{2}} \Rightarrow V_{2}=V_{1} \frac{T_{2}}{T_{1}} \Rightarrow V_{2}-V_{1}=V_{1}\left(\frac{T_{2}}{T_{1}}-1\right)=\frac{V_{1}}{T_{1}}\left(T_{2}-T_{1}\right)$.\\ Transformăm Celsius în Kelvin:\\ $T_{1}=273+t_{1}=300 \mathrm{~K}$; \quad $T_{2}=273+t_{2}=303 \mathrm{~K}$;\\ Deci: $L=p_{1}\left(V_{2}-V_{1}\right)=p_{1} V_{1}\left(\frac{T_{2}-T_{1}}{T_{1}}\right)=1 \mathrm{~J}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.95","Un gaz ocupă volumul $V=1 \mathrm{~litru}$ la presiunea $p_{1}=10^{5} \mathrm{~N} / \mathrm{m}^{2}$. Gazul este încălzit la volum constant până când presiunea sa devine $p_{2}=2 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$. Să se determine căldura $Q_{V}$ absorbită de gaz. Se dau: $C_{p}=7 R / 2, R=8310 \mathrm{~J} / \mathrm{kmol} \mathrm{K}$.\\","$250 \mathrm{~J}$","$5 \mathrm{~MJ}$","$250 \mathrm{~J}$","$500 \mathrm{~J}$","$250 \mathrm{~MJ}$","$2,5 \mathrm{~J}$","Vasile Popescu","N/A","A","Avem $Q_{V}=\Delta U=\frac{m C_{V} \Delta T}{\mu}$, $p_{1} V=m R \frac{T_{1}}{\mu}$, $p_{2} V=m R \frac{T_{2}}{\mu}$;\\ Deci diferența de temperatură este $\Delta T=T_{2}-T_{1}=\frac{\mu V}{m R}\left(p_{2}-p_{1}\right)$.\\ Din relaţia lui Mayer, $C_{p}-C_{V}=R$, $C_{p}=\frac{7 R}{2} \Rightarrow C_{V}=\frac{5 R}{2}$;\\ Obținem: $Q_{V}=\frac{V C_{V}}{R}\left(p_{2}-p_{1}\right)=\frac{5 \cdot 10^{-3} R}{2 R}(2-1) \cdot 10^{5} \mathrm{~J}=2500 \mathrm{~J}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.96","Un gaz ideal monoatomic ( $C_{V}=3 / 2 R$ ) se destinde după legea $p=a V$, unde $a=10^{8} \mathrm{~N} \cdot \mathrm{~m}^{-5}$, de la volumul $V_{1}=2 \cdot 10^{-3} \mathrm{~m}^{3}$ până la volumul $V_{2}=2 V_{1}$. Cât este căldura în această tranformare ?\\","$2,4 \mathrm{~kJ}$","$51000 \mathrm{~J}$","$10000 \mathrm{~J}$","$100 \mathrm{~J}$","$10 \mathrm{~kJ}$","$1 \mathrm{~kJ}$","Niculae N. Puşcaş","N/A","A","$Q=\Delta U+L=\nu C_{V}\left(T_{2}-T_{1}\right)+\frac{\left(p_{2}+p_{1}\right)\left(V_{2}-V_{1}\right)}{2}$;\\ Din ecuaţia de stare,  $p V=\nu R T \Rightarrow T=\frac{p V}{\nu R}$.\\ Deci: $Q=a \frac{3}{2}\left(V_{2}^{2}-V_{1}^{2}\right)+\frac{a}{2}\left(V_{2}^{2}-V_{1}^{2}\right)=2 a\left(V_{2}^{2}-V_{1}^{2}\right)=6 a V_{1}^{2}=2,4 \mathrm{~kJ}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.97","În interiorul unui balon cu volumul $0,1 \mathrm{~m}^{3}$ se aflã un gaz la presiunea $2 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$ şi temperatura $400 \mathrm{~K}$. Balonul este răcit până la temperatura $300 \mathrm{~K}$, presiunea gazului devenind $10^{5} \mathrm{~N} / \mathrm{m}^{2}$, iar $54,6 \mathrm{~g}$ de gaz a ieşit din balon printr-o supapă. Cât este densitatea gazului în condiții normale ? $\left(p_{0}=10^{5} \mathrm{~N} / \mathrm{m}^{2} ; T_{0}=273 \mathrm{~K}\right)$\\","$5 \mathrm{~kg} / \mathrm{m}^{3}$","$1,2 \mathrm{~kg} / \mathrm{m}^{3}$","$0,1 \mathrm{~kg} / \mathrm{m}^{3}$","$100 \mathrm{~kg} / \mathrm{m}^{3}$","$10,2 \mathrm{~kg} / \mathrm{m}^{3}$","$12 \mathrm{~kg} / \mathrm{m}^{3}$","Niculae N. Puşcaş","N/A","B","Avem $\rho=\rho_{0} \frac{p T_{0}}{T p_{0}}$, $\Delta m=V \Delta \rho=\frac{V \rho_{0} T_{0}}{p_{0}}\left(\frac{p_{1}}{T_{1}}-\frac{p_{2}}{T_{2}}\right)$;\\ Obținem: $\rho_{0}=\frac{\Delta m \cdot p_{0}}{V T_{0}\left(\frac{p_{1}}{T_{1}}-\frac{p_{2}}{T_{2}}\right)}=1,2 \mathrm{~kg} / \mathrm{m}^{3}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.98","Cât este lucrul mecanic efectuat de $\nu$ kmoli de gaz perfect când se dilată de la $T_{1}$ la $T_{2}$ ştiind că temperatura acestuia variază proporțional cu pătratul presiunii ? Se dă $R$.\\","$\frac{1}{2} \nu R\left(T_{2}-T_{1}\right)$","$\frac{5}{2} \nu R\left(T_{1}-T_{2}\right)$","$\frac{5}{2} \nu R\left(T_{2}-T_{1}\right)$","$R\left(T_{2}-T_{1}\right)$","$\frac{1}{2} \nu\left(T_{2}-T_{1}\right)$","$\frac{1}{2} \nu R\left(2 T_{2}-T_{1}\right)$","Niculae N. Puşcaş","N/A","A","$T=a p^{2}$, unde $a$ este o constantă de proporţionalitate. Din ecuaţia de stare, avem:\\ $p V=\nu R T=\nu R a p^{2} \Rightarrow p=\frac{V}{\nu R a}$;\\ Deci: $L=\frac{p\left(V_{2}\right)+p\left(V_{1}\right)}{2}\left(V_{2}-V_{1}\right)=\frac{V_{2}^{2}-V_{1}^{2}}{2 \nu R a}=\frac{1}{2} \nu R\left(T_{2}-T_{1}\right)$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.99","În trei vase având volumele de $3 \mathrm{~litri}$, $5 \mathrm{~litri}$ şi respectiv $2 \mathrm{~litri}$ se află trei gaze diferite la aceeaşi temperatură, presiunile corespunzătoare fiind $2 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}, 3 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$ şi $5 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$. Cât este presiunea finală a amestecului dacă cele trei vase sunt legate între ele prin tuburi de volume neglijabile?\\","$3,64 \mathrm{~N} / \mathrm{m}^{2}$","$3,1 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$","$1,12 \mathrm{~N} / \mathrm{m}^{2}$","$7,41 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$","$20 \mathrm{~N} / \mathrm{m}^{2}$","$4,8 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$","Niculae N. Puşcaş","N/A","B","Avem: $\nu_{i}=\nu_{f}$; \quad $\nu_{1}+\nu_{2}+\nu_{3}=\nu$.\\ Din ecuaţia de stare $p V=\nu R T \Rightarrow \nu=\frac{p V}{R T}$.\\ Obținem: $\frac{p_{1} V_{1}}{R T}+\frac{p_{2} V_{2}}{R T}+\frac{p_{3} V_{3}}{R T}=\frac{p\left(V_{1}+V_{2}+V_{3}\right)}{R T}$;\\ Deci: $p=\frac{p_{1} V_{1}+p_{2} V_{2}+p_{3} V_{3}}{V_{1}+V_{2}+V_{3}}=3,1 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$.\\"
