section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"3. ELECTRICITATE ŞI MAGNETISM","3.60","Trei reşouri, de $100 \mathrm{~W}$ fiecare, sunt conectate la tensiunea de $100 \mathrm{~V}$ în toate combinațiile posibile: în serie, în paralel, sau două în paralel cu al treilea în serie. Raportul între puterea totală maximă şi puterea totală minimă care poate fi obținută este:\\","3","2,5","9","2","4","10","Mădălina Puică","N/A","C","Fie $R$ rezistența oricăruia dintre reşouri, şi $U$ tensiunea la bomele întregului circuit. În cazul legării în serie, cele trei reşouri sunt echivalente cu unul singur, de rezistentă $3 R$, astfel că puterea totală obținută este:\\ $P_{1}=\frac{U^{2}}{3 R}$\\ Când reşourile sunt legate toate în paralel, puterea totală este de trei ori puterea pe care o debitează fiecare când este conectat singur la tensiunea $U$, aşadar:\\ $P_{2}=\frac{3 U^{2}}{R}$\\ În cazul în care două reşouri sunt legate în paralel, şi înseriate cu al treilea, rezistența echivalentă a sistemului este: $R+\frac{R}{2}=\frac{3 R}{2}$, iar puterea totală:\\ $P_{3}=\frac{2 U^{2}}{3 R}$\\ Se observă că puterea maximă se obține când reşourile sunt conectate în paralel, iar puterea minimă se obține când acestea sunt conectate în serie. Prin urmare, raportul căutat este:\\ $\frac{P_{2}}{P_{1}}=9$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.61","O baterie de acumulatoare de $100 \mathrm{~V}$ are o rezistență internă de $5 \Omega$. Voltmetrul, având o rezistență de $500 \Omega$, indică când este legat la bornele bateriei o tensiune:\\","$99 \mathrm{~V}$","$0,9 \mathrm{kV}$","$0,66 \mathrm{kV}$","$95 \mathrm{~V}$","$100 \mathrm{~V}$","$90 \mathrm{~V}$","Ionuț Puică","N/A","A","Curentul ce parcurge circuitul este $I=\frac{E}{r+R}$, iar tensiunea indicată de voltmetru va fi $U=I R=\frac{E R}{r+R}=99 \mathrm{~V}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.62","Un element galvanic cu rezistența internă $r$ debitează curent pe o rezistență de sarcină de valoare $R$. Puterea înregistrată pe rezistența $R$ este maximă dacă:\\","$R=3 r$","$R=1 \Omega$","$R=\max$","$R=r$","$R=0$","$R=2 / 3 r$","Marin Cilea","N/A","D","Puterea debitată de rezistența $R$ (Figura problemei) este :\\ $P=R \cdot I^{2} \tag{1}$\\ însă $\quad I=\frac{E}{r+R}$\\ Introducând (2) în (1) rezultă:\\ $P=R \frac{E^{2}}{(r+R)^{2}}$ (3)\\ Maximul funcţiei $P=P(R)$ se obține anulând derivata ei de ordinul întâi:\\ $\frac{\mathrm{d} P}{\mathrm{~d} R}=0 \Rightarrow R=r$\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-353(2)}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.63","Două elemente galvanice, identice, cu tensiunea electromotoare $E=2 \mathrm{~V}$ și rezistența internă $r$ se leagă în serie printr-un rezistor de rezistență $R=1 \Omega$. Intensitatea curentului ce străbate acest circuit, ştiind că o singură sursă ar debita prin rezistor un curent $I_{0}=2 \mathrm{~A}$, este:\\","$2 \mathrm{~A}$","$4 \mathrm{~A}$","$6 \mathrm{~A}$","$3,2 \mathrm{~A}$","$1,5 \mathrm{~A}$","$5 \mathrm{~A}$","Marin Cilea","N/A","B","Din figura problemei b): $I_{0}=\frac{E}{r+R}$ din care $r=\frac{E-I_{0} R}{I_{0}}$.\\ Din figura problemei a) obținem: $I_{s}=\frac{2 E}{2 r+R}=\frac{2 I_{0} E}{2 E-I_{0} R}=4 \mathrm{~A}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-353(1)}\\ Figura problemei a \end{center}\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-353}\\ Figura problemei b \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.64","Intensitatea curentului electric care trece printr-un conductor de cupru lung de $440 \mathrm{~m}$ şi cu secțiunea de $1,7 \mathrm{~mm}^{2}$, conectat la tensiunea de $220 \mathrm{~V}$, ştiind că de-a lungul conductorului se produce o cădere de tensiune de $5 \%$ ? $\left(\rho_{\mathrm{Cu}}=1,7 \cdot 10^{-8} \Omega \mathrm{~m}\right)$ este:\\","$2,5 \mathrm{~A}$","$1 \mathrm{~A}$","$2 \mathrm{~A}$","$5 \mathrm{~A}$","$7 \mathrm{~A}$","$3 \mathrm{~A}$","Marin Cilea","N/A","A","$\Delta U=5 \%(220 \mathrm{~V})=11 \mathrm{~V}$, dar $\Delta U=R I=\rho \frac{l}{S} \cdot I \Rightarrow I=\frac{S \cdot \Delta U}{\rho \cdot l}=2,5 \mathrm{~A}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.65","O depunere electrolitică de ioni monovalenți durează $t=48 \mathrm{~s}$. Dacă intensitatea curentului electric este constantă în acest timp, egală cu $0,4 \mathrm{~A}$, ştiind că sarcina elementară $e=1,6 \cdot 10^{-19} \mathrm{C}$, numărul de ioni care ajung la catod este:\\","$2,4 \cdot 10^{20}$","$0,4 \cdot 10^{20}$","$5,1 \cdot 10^{20}$","$0,82 \cdot 10^{20}$","$3,2 \cdot 10^{20}$","$1,2 \cdot 10^{20}$","Constantin P. Cristescu","N/A","F","$I=\frac{N \cdot q}{t} \Rightarrow N=\frac{I \cdot t}{q}=1,2 \cdot 10^{20}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.66","Un cadru conductor de forma unui pătrat cu latura de $4 \mathrm{~cm}$, având o rezistență $R=2,8 \cdot 10^{-3} \Omega$, este situat în plan orizontal. Un câmp magnetic omogen de inducţie $0,7 \mathrm{~T}$ este orientat perpendicular pe planul cadrului. Câmpul se reduce la zero în mod uniform în timp de $0,8 \mathrm{~s}$. Energia disipată în cadru datorită tensiunii electromotoare induse este:\\","$250 \mu \mathrm{~J}$","$365 \mu \mathrm{~J}$","$840 \mu \mathrm{~J}$","$720 \mu \mathrm{~J}$","$180 \mu \mathrm{~J}$","$560 \mu \mathrm{~J}$","Constantin P. Cristescu","N/A","F","$W=E \cdot I \cdot t$ unde $E=\frac{\Delta \phi}{\Delta t}=S \cdot \frac{\Delta B}{\Delta t}=1,4 \cdot 10^{-3} \mathrm{~V}$.\\ $I=\frac{E}{R}=0,5 \mathrm{~A}$ şi $W=5,6 \cdot 10^{-4} \mathrm{~J}=560 \mu \mathrm{~J}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.67","În circuitul din Fig. 3.11. bateria are tensiunea electromotoare $E=12 \mathrm{~V}$ şi rezistență internă neglijabilă, iar $R_{1}=6000 \Omega$. Un voltmetru cu rezistență internă $R_{i}=6000 \Omega$ legat în paralel cu $R_{1}$ arată o tensiune de $9 \mathrm{~V}$. Rezistența $R_{2}$ este:\\","$500 \Omega$","$3500 \Omega$","$1000 \Omega$","$2500 \Omega$","$6000 \Omega$","$800 \Omega$","Constantin P. Cristescu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-158","C","$R_{t}=\frac{R_{1}}{2}+R_{2} ; I=\frac{E}{R_{t}}$. În acelaşi timp $I=\frac{E-U}{R_{2}}$. Din aceste relații:\\ $R_{2}=\frac{E-U}{U} \cdot \frac{R_{1}}{2}=1000 \Omega$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.68","O sursă cu tensiunea electromotoare $E=2 \mathrm{~V}$ şi rezistența internă $r$ debitează pe o rezistență $R=3 \Omega$ un curent $I=0,5 \mathrm{~A}$. Raportul dintre curenții pe care o baterie de două asemenea surse legate în serie, respectiv în paralel, $I_{s} / I_{p}$, este:\\","$2 / 3$","$7 / 5$","$3 / 4$","$8 / 5$","$5 / 3$","$3 / 5$","Constantin P. Cristescu","N/A","B","$E=I \cdot(R+r)$ de unde $r=\frac{E}{I}-R$. În cazul legării în serie:\\ $2 E=I_{s}(E+2 r) \Rightarrow I_{s}=\frac{2 E}{R+2 r}$\\ În cazul legării în paralel, din legea lui Kirchhoff:\\ Raportul,\\ $I_{p} R+\frac{I_{p} r}{2}=E \Rightarrow I_{p}=\frac{2 E}{2 R+r}$\\ $\frac{I_{s}}{I_{p}}=\frac{2 R+r}{R+2 r}=\frac{2 R+\frac{E}{I}-R}{R+2 \frac{E}{I}-R}=\frac{R+\frac{E}{I}}{2 \frac{E}{I}-R}=\frac{7}{5}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.69","Dacă la bornele unei baterii se conectează un rezistor cu rezistența $R_{1}=1 \Omega$, intensitatea curentului în circuit este $I_{1}=1 \mathrm{~A}$. Dacă se conectează la borne un alt rezistor curezistența $R_{2}=3 \Omega$, intensitatea curentului este $I_{2}=0,5 \mathrm{~A}$. Puterea debitată de baterie în circuitul exterior când acesta este compus din cele două rezistoare legate în serie este:\\","$1,5 \mathrm{~W}$","$4 / 5 \mathrm{~W}$","$5 / 4 \mathrm{~W}$","$16 / 25 \mathrm{~W}$","$3 / 4 \mathrm{~W}$","$2,5 \mathrm{~W}$","Constantin P. Cristescu","N/A","D","Scriind legea lui Ohm pentru cele două situații:\\ $E=I_{1}\left(R_{1}+r\right) ; E=I_{2}\left(R_{2}+r\right)$ de unde $r=\frac{I_{2} R_{2}-I_{1} R_{1}}{I_{1}-I_{2}}=1 \Omega$ și $E=2 \mathrm{~V}$.\\ Pentru circuitul final: $I=\frac{E}{R_{1}+R_{2}+r}=\frac{2}{5} \mathrm{~A} ; P=U I=(E-I r) I=\frac{16}{25} \mathrm{~W}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.70","Un cablu telefonic subteran, format din două fire identice, are undeva un scurtcircuit. Cablul telefonic are $5 \mathrm{~km}$ lungime. Pentru a descoperi scurtcircuitul, un tehnician măsoară rezistența între terminalele A şi B şi obține $30 \Omega$ şi apoi între C şi D şi obține $70 \Omega$ (Fig. 3.12). Scurtcircuitul se află la distanța:\\","$1,5 \mathrm{~km}$ de A","$1,5 \mathrm{~km}$ de C","$3 \mathrm{~km}$ de B","$3 \mathrm{~km}$ de A","$3 \mathrm{~km}$ de C","$1,5 \mathrm{~km}$ de D","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-159","A","Schema echivalentă a cablului scurtcircuitat este în figura problemei. Deoarece firele sunt identice, rezultă:\\ $R_{A}=R_{B}=\rho \frac{l_{1}}{S}$; \\ $R_{C}=R_{D}=\rho \frac{l_{2}}{S} ; l=A C=B D=l_{1}+l_{2}$\\ $R_{A B}=R_{A}+R_{B}=2 R_{A}$, de unde $R_{A}=15 \Omega$\\ $R_{C D}=R_{C}+R_{D}=2 R_{C}$, de unde $R_{C}=35 \Omega$\\ Din relațiile de mai sus,\\ $\frac{R_{A}}{R_{C}}=\frac{l_{1}}{l_{2}}$, adică $\frac{R_{A}}{R_{A}+R_{C}}=\frac{l_{1}}{l_{1}+l_{2}}$, iar $l_{1}=\frac{l R_{A}}{R_{A}+R_{C}}=1,5 \mathrm{~km}$\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-354}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.71","Două baterii cu tensiuni electromotoare $E_{1}=6 \mathrm{~V}$ şi $E_{2}=3 \mathrm{~V}$ sunt conectate la trei rezistențe cu valorile $R_{1}=6 \Omega, R_{2}=4 \Omega$ şi $R_{3}=2 \Omega$, ca în Fig. 3.13. Intensitatea curentului care trece prin fiecare baterie are valoarea:\\","$I_{3}=1 \mathrm{~A}, I_{4}=5,25 \mathrm{~A}$","$I_{3}=5,5 \mathrm{~A}, I_{4}=5,25 \mathrm{~A}$","$I_{3}=1 \mathrm{~A}, I_{4}=0,75 \mathrm{~A}$","$I_{3}=4,5 \mathrm{~A}, I_{4}=1 \mathrm{~A}$","$I_{3}=5,5 \mathrm{~A}, I_{4}=0,75 \mathrm{~A}$","$I_{3}=4,5 \mathrm{~A}, I_{4}=5,25 \mathrm{~A}$","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-159(2)","B","Aplicând legea a II-a a lui Kirchhoff buclei din stânga (figura problemei):\\ $I_{1} R_{1}=E_{1} \Rightarrow I_{1}=\frac{E_{1}}{R_{1}}=1 \mathrm{~A}$\\ Pentru bucla $B C D:-I_{2} R_{2}=-E_{2} \Rightarrow I_{2}=\frac{E_{2}}{R_{2}}=\frac{3}{4} \mathrm{~A}$.\\ În bucla $A C B:-I_{3} R_{3}+I_{2} R_{2}=-E_{1} \Rightarrow I_{3}=\frac{E_{1}+I_{2} R_{2}}{R_{3}}=4,5 \mathrm{~A}$.\\ Aplicând prima lege a lui Kirchhoff nodului $B, I_{2}+i_{1}=i_{2}+I_{1}$ şi nodului $A$,\\ $I_{1}+I_{3}=i_{3}$, adică $i_{3}=5,5 \mathrm{~A} \Rightarrow i_{4}=i_{1}-I_{1}+I_{2}$, de unde $I_{4}=5,25 \mathrm{~A}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-355}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.72","O sursă cu tensiunea electromotoare $E$ şi rezistența $r$, dă unui rezistor conectat la bornele ei o putere $P$. Să se indice dacă acest lucru este posibil în cazul când:\\","valoarea rezistenței este unică","valoarea rezistenței este $R=r$","valoarea rezistenței este $R=\frac{r}{2}$","valoarea rezistenței poate fi oricare","există două valori ale rezistenței $R_{1}$ şi $R_{2}$ astfel încât $r=\sqrt{R_{1} R_{2}}$","există două valori ale rezistenței astfel încât $r=R_{1}+R_{2}$","Gheorghe Stanciu","N/A","E","Puterea dată de sursă rezistorului are expresia $P=R I^{2}$, unde $I=\frac{E}{R+r}$, deci:\\ $P=\frac{R}{(r+R)^{2}} E^{\overline{2}}$\\ Din această relație se obţine ecuația $R^{2}+2\left(r-\frac{E^{2}}{2 P}\right) R+r^{2}=0$.\\ Este evident că există două valori ale rezistenței, care satisfac relația:\\ $\sqrt{R_{1} R_{2}}=r$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.73","În circuitul din Fig. 3.14. voltmetrul indică tensiunea $U$, iar ampermetrul intensitatea $I$. Neglijând rezistența ampemetrului să se arate cǎ rezistența voltmetrului $R_{V}$ este (în voltmetru intensitatea curentului este neglijabilă):\\","$R_{V}=\frac{U}{I}$","$R_{V}=\frac{R U}{R I-U}$","$R_{V}=\frac{U+R I}{I}$","$R_{V}=\frac{R I-U}{I}$","$R_{V}=R$","$R_{V}=\frac{1}{2} \frac{U-R I}{I}$","Gheorghe Stanciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-159(1)","B","Deoarece rezistenţa ampermetrului este nulă rezultă:\\ $U=U_{R}=U_{V}=I \frac{R R_{V}}{R+R_{V}} \Rightarrow R_{Y}=\frac{R U}{R I-U}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.74","Două fire cu aceeaşi secțiune şi lungime, dar confecționate din materiale diferite, cu rezistivitățile $\rho_{01}$ şi $\rho_{02}$, au coeficienții de temperatură ai rezistivității $\alpha_{1}$ respectiv $\alpha_{2}$. Coeficientul de temperatură al sistemului obținut din cele două fire legate în paralel este:\\","$\alpha_{\text {paralel }}=\frac{\rho_{01} \alpha_{2}+\rho_{02} \alpha_{1}}{\rho_{01}+\rho_{02}}$","$\alpha_{\text {paralel }}=\frac{\rho_{01} \rho_{02}}{\rho_{01}+\rho_{02}}$","$\alpha_{\text {paralel }}=\frac{\alpha_{2} \alpha_{1}}{\alpha_{1}+\alpha_{2}}$","$\alpha_{\text {paralel }}=\frac{\rho_{02} \alpha_{2}+\rho_{01} \alpha_{1}}{\rho_{01}+\rho_{02}}$","$\alpha_{\text {paralel }}=\frac{\rho_{01} \alpha_{2}-\rho_{02} \alpha_{1}}{\rho_{01}+\rho_{02}}$","$\alpha_{\text {paralel }}=\frac{\rho_{01} \alpha_{2}-\rho_{02} \alpha_{1}}{\rho_{01}-\rho_{02}}$","Constantin Roşu","N/A","A","Coeficientul de temperatură este dat de relația de definiție $\alpha=\frac{R-R_{0}}{R_{0} \cdot t}$ unde $R_{0}$ şi $R$ sunt rezistenţele la $0^{\circ} \mathrm{C}$, respectiv la temperatura $t$. Folosind dependența rezistenței cu temperatura de forma: $R=\frac{\rho_{0} l(1+\alpha t)}{S}$, obținem pentru sistemul celor două fire legate în paralel: $\alpha_{\text {paralel }}=\frac{\rho_{01} \alpha_{2}+\rho_{02} \alpha_{1}}{\rho_{01}+\rho_{02}}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.75","Două baterii cu aceeaşi tensiune electromotoare au randamente $\eta_{1}$, respectiv $\eta_{2}$, pe aceeaşi rezistență exterioară. În cazul legării în paralel a bateriilor, randamentul lor total $\eta$ va fi:\\","$\eta>\eta_{1} , \eta>\eta_{2}$","$\eta=\eta_{1} , \eta>\eta_{2}$","$\eta<\eta_{1} , \eta<\eta_{2}$","$\eta=\eta_{1} , \eta>\eta_{2}$","nu se poate da un răspuns doarece nu este precizată rezistența de sarcină","$\eta+\eta_{1}>1 , \eta<\eta_{2}$","Constantin Roşu","N/A","A","Randamentul circuitului simplu serie este $\eta=\frac{R}{R+r_{i}}$, unde $R$ este rezistența de sarcină iar $r_{i}$ este rezistența internă a bateriei. Folosind această relație scrisă pentru cazul celor două surse legate inițial în circuit serie simplu, obținem:\\ $r_{i 1}=\bar{R} \frac{1-\eta_{1}}{\eta_{1}} ; r_{i 2}=R \frac{1-\eta_{2}}{\eta_{2}}$\\ În general, randamentul se calculează cu relația:\\ $\eta=\frac{\sum_{k} R_{k} I_{k}^{2}}{\sum_{k} R_{k} I_{k}^{2}+\sum_{k} r_{i k} I_{k}^{2}}$\\ Să notăm cu $I_{1}, I_{2}$ şi $I$ curenții prin baterii la legarea în paralel, respectiv prin rezistența de sarcină $R$ menținută constantă. Ei pot fi aflați din ecuațiile Kirchhoff:\\ $I R+I_{1} r_{i 1}=E ; I R+I_{1} r_{i 2}=E ; I=I_{1}+I_{2}$\\ unde am folosit $E_{1}=E_{2}=E$. Introducând curenții determinați de mai sus, respectiv expresiile rezistențelor interne în expresia randamentului, obținem:\\ $\eta=\frac{\eta_{1}+\eta_{2}-2 \cdot \eta_{1} \cdot \eta_{2}}{1-\eta_{1} \cdot \eta_{2}}$\\ Cu $\eta_{1}<1 ; \eta_{2}<1$, se verifică imediat că avem $\eta>\eta_{1} ; \eta>\eta_{2}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.76","In circuitul din Fig. 3.15 se cunosc $R_{1}=100 \Omega, R_{2}=200 \Omega$, $R_{3}=400 \Omega, E_{1}=5 \mathrm{~V}, E_{2}=15 \mathrm{~V}$, iar sursele nu au rezistență internă. Tensiunea electrică dintre punctele A şi B va fi:\\","$U=6,43 \mathrm{~V}$","$U=-10 \mathrm{~V}$","$U=2,5 \mathrm{~V}$","$U=0 \mathrm{~V}$","$U=12 \mathrm{~V}$","$U=16 \mathrm{~V}$","Constantin Roşu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-160","A","Legea a 2-a a lui Kirchhoff scrisă pe tot circuitul oferă curentul din sistem: $I=\frac{E_{1}-E_{2}}{R_{1}+R_{2}+R_{3}}$. Aceeaşi lege scrisă pe ochiul $\mathrm{A}-\mathrm{B}-E_{1}-R_{1}$, conduce la $U_{\mathrm{AB}}=E_{1}-R_{1} \cdot I$. Obținem în final $U=6,43 \mathrm{~V}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.77","Sarcina electrică necesară pentru a depune $3 \mathrm{~moli}$ de produs biatomic prin electroliză este:\\","$\frac{21}{5} e N_{A}$","$\frac{3}{2} F$","$\frac{7}{5} N_{A}$","$3 e N_{A}$","$2 F$","$4 F$","Constantin Roşu","N/A","D","Din relația de definiție, $F=e N_{A}$ reprezintă sarcina transportată pentru un mol de substanță. Pentru $3 \mathrm{~moli}$ vom avea $3 \mathrm{~F}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.78","Cantitatea $1 \mathrm{~CV}$ este echivalentă cu:\\","$1 \mathrm{~J}$","$1 \mathrm{~V} / \mathrm{m}$","$1 \mathrm{~N} / \mathrm{m}^{2}$","$1 \mathrm{C} / \mathrm{N}$","$1 F$","$1 W$","Alexandru Lupaşcu","N/A","A","$1 \mathrm{~J}=1 \mathrm{~CV}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.79","O sursă cu tensiunea electromotoare de  $12 \mathrm{~V}$ și rezistența internă de $0,2 \Omega$ debitează pe o rezistență variabilă. Rezistența este variată până când disipează o putere maximă. Intensitatea curentului care o străbate în acest caz este:\\","$60 \mathrm{~A}$","$12 \mathrm{~A}$","$30 \mathrm{~A}$","$2,4 \mathrm{~A}$","$4,8 \mathrm{~A}$","$24 \mathrm{~A}$","Alexandru Lupaşcu","N/A","C","Puterea maximă se disipează pentru $R=r$. Atunci $I=\frac{E}{2 r}=30 \mathrm{~A}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.80","La bornele unei surse se leagă în serie două voltmetre care indică tensiunile $U_{1}=8 \mathrm{~V}$ şi $U_{2}=6 \mathrm{~V}$. Dacă se leagă numai al doilea voltmetru, acesta indică tensiunea $U_{2}^{\prime}=10 \mathrm{~V}$. Tensiunea electromotoare a sursei este:\\","$20 \mathrm{~V}$","$7 \mathrm{~V}$","$17 \mathrm{~V}$","$22 \mathrm{~V}$","$18 \mathrm{~V}$","altă valoare","Alexandru Lupaşcu","N/A","A","$E=U_{1}+U_{2}+I r \quad ; \quad E=U_{2}^{\prime}+I^{\prime} r$.\\ Rezistența celui de-al doilea voltmetru este $R_{V_{2}}=\frac{U_{2}}{I}=\frac{U_{2}^{\prime}}{I^{\prime}}$ de unde $\frac{I}{I^{\prime}}=\frac{U_{2}}{U_{2}^{\prime}}$. Rezultă $E=U_{1}+U_{2}+\frac{I}{I^{\prime}}\left(E-U_{2}^{\prime}\right)=U_{1}+U_{2}+\frac{U_{2}}{U_{2}^{\prime}}\left(E-U_{2}^{\prime}\right)$.\\ $E=\frac{U_{1} U_{2}^{\prime}}{U_{2}^{\prime}-U_{2}}=20 \mathrm{~V}.$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.81","O sursă disipează în circuitul exterior aceeași putere $P=80 \mathrm{~W}$ când la borne este legat un rezistor cu rezistența $R_{1}=5 \Omega$ sau unul cu $R_{2}=20 \Omega$. Rezistența internă a sursei şi tensiunea electromotoare a ei au valorile :\\","$r=100 \Omega, E=94 \mathrm{~V}$","$r=10 \Omega, E=60 \mathrm{~V}$","$r=1 \Omega, E=53,66 \mathrm{~V}$","$r=10 \Omega, E=20 \mathrm{~V}$","$r=1 \Omega, E=20 \mathrm{~V}$","$r=1 \Omega, E=94 \mathrm{~V}$","Tatiana Pop","N/A","B","Din $P=I^{2} R$ rezultă $I_{1}=\sqrt{\frac{P}{R_{1}}} ; I_{2}=\sqrt{\frac{P}{R_{2}}}$. Conform legii lui Ohm, $E=I_{1}\left(R_{1}+r\right)=I_{2}\left(R_{2}+r\right)$; astfel că $\frac{R_{1}+r}{\sqrt{R_{1}}}=\frac{R_{2}+r}{\sqrt{R_{2}}}$, de unde $r=\sqrt{R_{1} R_{2}}=10 \Omega$\\ şi $E=\sqrt{\frac{P}{R_{1}}}\left(R_{1}+r\right)=\sqrt{P}\left(\sqrt{R_{1}}+\sqrt{R_{1}}\right)=60 \Omega$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.82","Un ampermetru pentru măsurarea curenților foarte mici are rezistența de $150 \Omega$ şi poate măsura curenți până la $10 \mathrm{~mA}$. Pentru a putea folosi acest ampermetru la măsurarea curenților de $1 \mathrm{~A}$ trebuie introdusă în schema aparatului o rezistență egală cu:\\","$15,5 \Omega$","$150 \Omega$","$151,5 \Omega$","$1,515 \Omega$","$10 \Omega$","$1 \mathrm{M} \Omega$","Tatiana Pop","N/A","D","$R_{S}=\frac{R_{A}}{n-1}=\frac{R_{A}}{\frac{I}{I_{A}}-1}=1,515 \mathrm{~A}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.83","Dacă se aplică o tensiune de $6 \mathrm{~V}$ între punctele diametral opuse ale unui inel conductor, puterea disipată este de $9,0 \mathrm{~W}$. Aplicând aceeaşi tensiune între două puncte A şi B ale inelului, puterea disipată devine $9,6 \mathrm{~W}$. Rezistențele electrice ale celor două arce de inel cuprinse între punctele A şi B sunt:\\","$9 \Omega , 7 \Omega$","$10 \Omega , 6 \Omega$","$11 \Omega , 5 \Omega$","$5 \Omega , 11 \Omega$","$7 \Omega , 9 \Omega$","$9 \Omega , 11 \Omega$","Tatiana Pop","N/A","B","$P=P_{1}+P_{2}=2 P_{1}=\frac{4 \cdot U^{2}}{R}$, de unde $R=\frac{4 U^{2}}{P}$. Asemănător, $P^{\prime}=P_{1}^{\prime}+P_{2}^{\prime}=2 P_{1}=\frac{U^{2}}{R_{1}}+\frac{U^{2}}{R_{2}}$, de unde $R_{1} R_{2}=\frac{4 U^{4}}{P^{\prime} P}$. Astfel $R_{1}+R_{2}=\frac{4 U^{2}}{P}$, iar $R_{1}=10 \Omega$ şi $R_{2}=6 \Omega$ sau invers.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.84","Două surse de tensiuni electromotoare $E_{1}$ şi respectiv $E_{2}=100 \mathrm{~V}$, au rezistențele interne $r_{1}=0 \Omega$ şi respectiv $r_{2}=0,2 \Omega$. Sursele sunt legate în paralel cu o rezistență $R=1,8 \Omega$. Pentru ca intensitatea curentului prin sursa de tensiune $E_{1}$ să fie nulă, tensiunea electromotoare a acestei surse trebuie să fie egală cu:\\","$110 \mathrm{~V}$","$114 \mathrm{~V}$","$90 \mathrm{~V}$","$139 \mathrm{~V}$","$45 \mathrm{~V}$","$120 \mathrm{~V}$","Elena Slavnicu","N/A","C","Din legile lui Kirchhoff (figura problemei), $I=I_{1}+I_{2} ; \quad E_{1}=I R$; $I R+r_{2} I_{2}=E_{2}$ şi pentru $I_{1}=0$ rezultă $I=I_{2}$. Atunci: $E_{2}=R I_{2}$ şi $I_{2}=\frac{E_{1}}{R}$. Deci $\left(R+r_{2}\right) I_{2}=E_{2}$, sau $\left(R+r_{2}\right) \frac{E_{1}}{R}=E_{2}$, de unde $E_{1}=\frac{R E_{2}}{R+r_{2}}=90 \mathrm{~V}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-357}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.85","Trei rezistențe de valori $R_{1}=1 \Omega, R_{2}=2 \Omega$ şi $R_{3}=3 \Omega$ sunt legate în toate modurile posibile. Produsul dintre valoarea minimă și valoarea maximă a rezistenței grupului este:\\","$\frac{8}{5} \Omega^{2}$","$4 \Omega^{2}$","$10 \Omega^{2}$","$\frac{36}{11} \Omega^{2}$","$\frac{23}{12} \Omega^{2}$","$6 \Omega^{2}$","Elena Slavnicu","N/A","D","Rezistența echivalentă maximă se obține la legarea în serie, adică\\ $R_{s}=R_{1}+R_{2}+R_{3}=6 \Omega,$\\ iar rezistența echivalentă minimă la legarea în paralel, adică\\ $R_{p}=\frac{R_{1} R_{2} R_{3}}{R_{1} R_{2}+R_{2} R_{3}+R_{1} R_{3}}=\frac{6}{11} \Omega .$\\ Produsul cerut este: $p=R_{s} R_{p}=\frac{36}{11} \Omega^{2}$.\\"
