section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"1. MECANICĂ","1.86","Un mobil este aruncat pe verticală, în sus în câmpul gravitațional terestru ($g=9,81 \mathrm{~m} / \mathrm{s}^{2}$) cu viteza $v=20 \mathrm{~m} / \mathrm{s}$. Simultan, dintr-un turn vertical de înălțime $h=40 \mathrm{~m}$ aflat pe aceeaşi verticală cu a primului corp, este aruncat oblic, cu aceeaşi viteză, sub unghiul $\alpha=30^{\circ}$ față de orizontală, un al doilea mobil. Atunci momentul de timp la care distanța dintre mobile este minimă şi această distanță vor fi:\\","$t=2 \mathrm{~s}, d=20 \mathrm{~m}$","$t=2 \mathrm{~s}, d=20 \sqrt{3} \mathrm{~m}$","$t=1 \mathrm{~s}, d=20 \mathrm{~m}$","$t=3 \mathrm{~s}, d=40 \mathrm{~m}$","$t=1 \mathrm{~s}, d=20 \sqrt{3} \mathrm{~m}$","$t=2,5 \mathrm{~s}, d=22 \mathrm{~m}$","Constantin Roşu","N/A","E","Fie un sistem de coordonate ataşat sistemului ca în figura problemei. Coordonatele celor 2 mobile, A respectiv B la un moment $t$ vor fi:\\ $x_{A}=0; \quad y_{A}=v t-\frac{g t^{2}}{2};\\ x_{B}=v t \cos \alpha; \quad y_{B}=h+v t \sin \alpha-\frac{g t^{2}}{2}$.\\ Corespunzător, distanța dintre cele două mobile va fi:\\ $d=\sqrt{\left(x_{B}-x_{A}\right)^{2}+\left(y_{B}-y_{A}\right)^{2}}=\sqrt{(v t \cos \alpha)^{2}+[h+v t(\sin \alpha-1)]^{2}}$.\\ Minimul distanţei este dat de ecuația $d^{\prime}(t)=0$; obținem timpul la care distanța este minimă şi această distanță:\\ $t=\frac{h}{2 \cdot v}=1 \mathrm{~s}$;\\ $d_{\text {minim }}=h \cdot \sqrt{\frac{1+\sin (\alpha)}{2}}=20 \cdot \sqrt{3} \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-214(1)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.87","Un plan înclinat de unghi $\alpha=60^{\circ}$ şi masa $m_{1}=3 \mathrm{~kg}$ se poate deplasa fără frecare pe o suprafață orizontală. El este pus în mişcare sub acțiunea unei forțe orizontale $F=6 \mathrm{~N}$ dirijate în sensul de mişcare naturală a corpurilor pe plan. Pe plan se află un corp de masă $m_{2}=0,2 \mathrm{~kg}$ care se poate deplasa cu frecare pe planul înclinat ($\mu=0,3 ; g=9,8 \mathrm{~m} / \mathrm{s}^{2}$). Atunci corpul $m_{2}$ va avea față de planul înclinat următoarea dinamică:\\","urcă uniform pe plan","urcă accelerat cu $a=2 \mathrm{~m} / \mathrm{s}^{2}$","coboară accelerat cu $a=5,74 \mathrm{~m} / \mathrm{s}^{2}$","coboară uniform","nu se poate da nici un răspuns cu datele oferite","coboară cu accelerația $a=3 \mathrm{~m} / \mathrm{s}^{2}$","Constantin Roşu","N/A","C","Planul înclinat împreună cu corpul se deplasează sub acțiunea forței $F$ (vezi figura problemei) cu acceleraţia:\\ $a=\frac{F}{m_{1}+m_{2}}=1,875 \mathrm{~m} / \mathrm{s}^{2}$.\\ Observăm că: $m_{2} g \cos \alpha=0,1875 \mathrm{~N}<m_{2} g \sin \alpha=1,697 \mathrm{~N}$.\\ Astfel, corpul de masă $m_{2}$ coboară pe planul înclinat cu accelerația:\\ $a^{\prime}=g(\sin \alpha-\mu \cos \alpha)-a(\cos \alpha+\mu \sin \alpha)=5,575 \mathrm{~m} / \mathrm{s}^{2}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-214}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.88","Un pendul matematic este alcătuit dintr-un fir elastic cu lungimea nedeformată $L=2 \mathrm{~m}$ şi constanta elastică $k=10 \mathrm{~N} / \mathrm{m}$. De pendul este agățat un corp cu masa $m=3 \mathrm{~kg}$ care oscilează cu amplitudinea unghiulară $\alpha=45^{\circ}$. Să se calculeze unghiul $\beta$ făcut de fir cu verticala pentru care viteza pendulului este $1 / 2$ din viteza sa maximă.\\","$\cos \beta=0,2$","$\cos \beta=0,8$","$\sin \beta=0,5$","$\cos \beta=0,707$","$\sin \beta=0,86$","$\cos \beta=-0,5$","Constantin Roşu","N/A","D","Fie $d_{1}, d_{2}$, şi $d_{3}$ alungirile absolute ale firului pendulului în poziția de elongație maximă $\alpha$, în poziția verticală unde viteza este maximă $v_{\text {max }}$, respectiv în poziția căutată în problemă. În acest caz, principiul echilibrului forțelor respectiv cel al conservării energiei mecanice, oferă ecuațiile:\\ $k\left(L+d_{1}\right)=m g \cos \alpha$;\\ $k\left(L+d_{2}\right)=m g+\frac{m v_{\max }^{2}}{L+d_{2}}$;\\ $\frac{k d_{1}^{2}}{2}+m g\left(L+d_{2}-\left(L+d_{1}\right) \cos \alpha\right)=\frac{k d_{2}^{2}}{2}+\frac{m v_{\max }^{2}}{2}$;\\ $k\left(L+d_{3}\right)=m g \cos \beta+\frac{m\left(\frac{v_{\max }}{2}\right)^{2}}{L+d_{3}}$;\\ $\frac{k d_{1}^{2}}{2}+m g\left[L+d_{2}-\left(L+d_{1}\right) \cos \alpha\right]=\frac{k d_{3}^{2}}{2}+\frac{m\left(\frac{v_{\max }}{2}\right)^{2}}{2}+m g\left[L+d_{2}-\left(L+d_{3}\right) \cos \beta\right]$.\\ Rezolvând sistemul în necunoscutele $d_{1}, d_{2}, d_{3}, v_{\text {max }}$ şi $\cos \beta$, obținem răspunsul căutat, $\cos \beta=0,707$.\\"
"1. MECANICĂ","1.89","Un corp de masă $m_{1}$ şi viteză $v$ ciocneşte perfect elastic un corp de masă $m_{2}$ aflat în repaus. După cionire, vitezele corpurilor $m_{1}$ şi $m_{2}$ fac unghiurile $\alpha$ respectiv $\beta$ cu direcția inițialǎ a particulei 1. Raportul energiilor cinetice ale celor 2 particule după ciocnire este:\\","$\frac{E_{c 1}}{E_{c 2}}=\frac{m_{1} \sin ^{2}(\alpha+\beta)}{m_{2} \sin ^{2} \alpha}$","$\frac{E_{c 1}}{E_{c 2}}=\frac{m_{2} \sin (\alpha+\beta)}{m_{1} \cos \alpha}$","$\frac{E_{c 1}}{E_{c 2}}=\left(\frac{m_{1}}{m_{2}}\right)^{2} \frac{\cos \beta}{\cos ^{2} \alpha}$","$\frac{E_{c 1}}{E_{c 2}}=\frac{m_{2} \sin ^{2}(\alpha+\beta)}{\sin ^{2}(\alpha-\beta)}$","$\frac{E_{c 1}}{E_{c 2}}=\frac{m_{2} \sin ^{2} \beta}{m_{1} \sin ^{2} \alpha}$","$\frac{E_{c 1}}{E_{c 2}}=\left(\frac{2 m_{1}}{m_{2}}\right)^{2} \frac{\cos ^{2} \beta}{\cos ^{2} \alpha}$","Constantin Roşu","N/A","E","Într-un sistem de coordonate cu axa $O x$ dirijată de-a lungul vitezei $v$, conservarea impulsului ne permite să scriem ecuațiile:\\ $m_{1} v=m_{1} v_{1} \cos \alpha+m_{2} v_{2} \cos \beta$;\\ $m_{1} v_{1} \sin \alpha=m_{2} v_{2} \sin \beta$;\\ Folosind ultima ecuație, găsim:\\ $\frac{E_{c 1}}{E_{c 2}}=\frac{\frac{m_{1} v_{1}^{2}}{2}}{\frac{m_{2} v_{2}^{2}}{2}}=\frac{m_{1}}{m_{2}}\left(\frac{m_{2} \sin \beta}{m_{1} \sin \alpha}\right)^{2}=\frac{m_{2} \sin ^{2} \beta}{m_{1} \sin ^{2} \alpha}$.\\"
"1. MECANICĂ","1.90","Un automobil urcă uniform pe un plan înclinat de unghi mic ($\sin \alpha=\alpha, \cos \alpha=1$) cu viteza $v_{1}$. Cu aceeaşi putere a motorului, el va coborî uniform pe planul înclinat cu viteza $v_{2}$. Care este viteza de deplasare pe un plan orizontal, cu putere dublă față de cea folosită pe planul înclinat?\\","$v=\frac{v_{1} \cdot v_{2}}{2 v_{1}+v_{2}}$","$v=2 \sqrt{v_{1} \cdot v_{2}}$","$v=\frac{4 v_{1} \cdot v_{2}}{v_{1}+v_{2}}$","$v=\frac{v_{1} \cdot v_{2}}{v_{1}-v_{2}}$","$v=\frac{2 v_{1} \cdot v_{2}}{v_{1}+v_{2}}$","$v=\frac{v_{1} \cdot v_{2}}{v_{1}-2 v_{2}}$","Constantin Roşu","N/A","C","Între puterea $P$ a motorului, viteză şi forța de tracțiune există relația $P=F v$. Particularizând relația în cele 3 cazuri din problemă, avem:\\ $P=m g v_{1}(\sin \alpha+\mu \cos \alpha)$;\\ $P=m g v_{2}(-\sin \alpha+\mu \cos \alpha)$;\\ $2 P=m g v \mu$.\\ Ţinând cont de aproximațiile menționate în problemă şi rezolvând sistemul de mai sus în necunoscutele $P, \alpha$ şi $v$, rezultă: $v=\frac{4 v_{1} v_{2}}{v_{1}+v_{2}}$.\\"
"1. MECANICĂ","1.91","Forța care acționează asupra unui punct material de masă $m$ dintr-un pendul matematic care face unghiul $\alpha$ cu verticala pentru a-l readuce în poziția de echilibru, este:\\","$F_{r}=m g \cos \alpha$","$F_{r}=m g \sin \alpha$","$F_{r}=m g / \cos \alpha$","$F_{r}=m g$","$F_{r}=m g \operatorname{tg} \alpha$","$F_{r}=m g \operatorname{ctg} \alpha$","Constantin Roşu","N/A","B","Forța de restabilire este $F_{r}=m g \sin \alpha$.\\"
"1. MECANICĂ","1.92","Unui corp aflat pe un plan orizontal cu frecare, $\mu=0,1$, i se imprimă o viteză inițială $v_{0}=8 \mathrm{~m} / \mathrm{s}$. Cât este spațiul parcurs de corp până la oprire? Se dă $g=9,8 \mathrm{~m} / \mathrm{s}^{2}$.\\","$23 \mathrm{~m}$","$2,3 \mathrm{~m}$","$7,3 \mathrm{~m}$","$32,65 \mathrm{~m}$","$152,3 \mathrm{~cm}$","$10 \mathrm{~m}$","Răzvan Mitroi","N/A","D","Corpul se mișcă uniform încetinit cu accelerația:\\ $a=\mu g=0,98 \mathrm{~m} / \mathrm{s}^{2}$.\\ Spațiul parcurs de corp până la oprire este:\\ $s=\frac{v_{0}^{2}}{2 a}=32,65 \mathrm{~m}$.\\"
"1. MECANICĂ","1.93","Mişcarea unui corp este descrisă de ecuația $s=a+b t^{2}$ unde $a=20 \mathrm{~cm}$, iar $b=4 \mathrm{~cm} / \mathrm{s}^{2}$. Să se afle spațiul parcurs şi viteza corpului dupã timpul $t=2 \mathrm{~s}$.\\","$s=0,36 \mathrm{~m}, v=0,16 \mathrm{~m} / \mathrm{s}$","$s=6 \mathrm{~m}, v=7,6 \mathrm{~m} / \mathrm{s}$","$s=3 \mathrm{~m}, v=1,6 \mathrm{~m} / \mathrm{s}$","$s=0,36 \mathrm{~cm}, v=0,16 \mathrm{~cm} / \mathrm{s}$","$s=5 \mathrm{~m}, v=4,16 \mathrm{~m} / \mathrm{s}$","$s=0,4 \mathrm{~m}, v=0,15 \mathrm{~m} / \mathrm{s}$","Răzvan Mitroi","N/A","A","Spațiul parcurs de corp este:\\ $s=a+b t^{2}=0,36 \mathrm{~m}$.\\ Viteza corpului este:\\ $v=\frac{\mathrm{d} s}{\mathrm{~d} t}=2 b t=0,16 \mathrm{~m} / \mathrm{s}$.\\"
"1. MECANICĂ","1.94","Un corp cade liber de la înălțimea $h=1960 \mathrm{~m}$. Să se determine timpul în care sunt parcurşi ultimii $60 \mathrm{~m}$. Se dă $g=9,8 \mathrm{~m} / \mathrm{s}^{2}$.\\","$0,31 \mathrm{~s}$","$13 \mathrm{~s}$","$31 \mathrm{~s}$","$15 \mathrm{~s}$","$5,3 \mathrm{~s}$","$12 \mathrm{~s}$","Răzvan Mitroi","N/A","A","Ecuația de mişcare este de forma:\\ $h=\frac{1}{2} g t^{2} \Rightarrow t=\sqrt{\frac{2 h}{g}}$;\\ Timpul până la coborâre este:\\ $t_{c}=\sqrt{\frac{2 h}{g}}=20 \mathrm{~s}$.\\ Timpul necesar pentru a parcurge $h_{1}=h-60 \mathrm{~m}=1900 \mathrm{~m}$ este:\\ $t_{1}=\sqrt{\frac{2 h_{1}}{g}}=19,69 \mathrm{~s}$.\\ Deci, timpul pentru a parcurge ultimii $60 \mathrm{~m}$ este:\\ $t_{c}-t_{1}=0,31 \mathrm{~s}$.\\"
"1. MECANICĂ","1.95","0 minge este aruncată orizontal cu viteza $v_{0}=5 \mathrm{~m} / \mathrm{s}$. Să se determine viteza şi poziția sa după timpul $t=0,5 \mathrm{~s}$. Se dă $g=10 \mathrm{~m} / \mathrm{s}^{2}$.\\","$v=5 \sqrt{2} \mathrm{~m} / \mathrm{s}, x=5 \mathrm{~m}, y=1,25 \mathrm{~m}$","$v=5 \sqrt{2} \mathrm{~m} / \mathrm{s}, x=5 \mathrm{~m}, y=1,25 \mathrm{~m}$","$v=5 \mathrm{~m} / \mathrm{s}, x=5 \mathrm{~m}, y=1,25 \mathrm{~m}$","$v=5 \sqrt{2} \mathrm{~m} / \mathrm{s}, x=2,5 \mathrm{~m}, y=1,25 \mathrm{~m}$","$v=5 \sqrt{2} \mathrm{~m} / \mathrm{s}, x=0,5 \mathrm{~m}, y=12,5 \mathrm{~m}$","$v=3 \sqrt{2} \mathrm{~m} / \mathrm{s}, x=2,5 \mathrm{~m}, y=1,20 \mathrm{~m}$","Răzvan Mitroi","N/A","D","Componentele inițiale ale vitezei sunt:\\ $v_{0 x}=v_{0}=5 \mathrm{~m} / \mathrm{s} \text { şi } v_{0 y}=0 \mathrm{~m} / \mathrm{s}$.\\ După timpul $t=0,5 \mathrm{~s}$ componentele vitezei sunt:\\ $v_{x}=v_{0}=5 \mathrm{~m} / \mathrm{s}$, deoarece după axa $O x$ mingea se deplasează uniform, iar:\\ $v_{y}=g t=5 \mathrm{~m} / \mathrm{s}$, deoarece după axa $O y$ mingea se deplasează uniform accelerat cu accelerația $g$.\\ Viteza mingii va fi: $v=\sqrt{v_{x}^{2}+v_{y}^{2}}=5 \sqrt{2} \mathrm{~m} / \mathrm{s}$.\\ Spațiul parcurs după axa $O x$ este $x=v_{x} t=2,5 \mathrm{~m}$, iar spațiul parcurs după axa Oy este $y=\frac{1}{2} g t=1,25 \mathrm{~m}$.\\"
"1. MECANICĂ","1.96","Un biciclist s-a deplasat din punctul $A$ în punctul $B$ cu viteza $v_{1}=12 \mathrm{~km} / \mathrm{h}$, iar la întoarcerea din $B$ în $A$ cu viteza $v_{2}=8 \mathrm{~km} / \mathrm{h}$. Viteza medie a biciclistului este:\\","$10 \mathrm{~km} / \mathrm{h}$","$9,2 \mathrm{~km} / \mathrm{h}$","$20 \mathrm{~km} / \mathrm{h}$","$10,5 \mathrm{~km} / \mathrm{h}$","$9,6 \mathrm{~km} / \mathrm{h}$","$10,6 \mathrm{~km} / \mathrm{h}$","Ion Belciu","N/A","E","Mișcarea fiind uniformă, timpul de deplasare din B în A va fi $t_{1}=\frac{\mathrm{AB}}{v_{1}}$, iar la întoarcere timpul este $t_{2}=\frac{\mathrm{AB}}{v_{2}}$. Viteza medie a biciclistului este:\\ $v_{m}=\frac{2 \mathrm{AB}}{t_{1}+t_{2}}=\frac{\mathrm{AB}}{\frac{\mathrm{AB}}{v_{1}}+\frac{\mathrm{AB}}{v_{2}}}=\frac{2}{\frac{1}{v_{1}}+\frac{1}{v_{2}}}=\frac{2 v_{1} v_{2}}{v_{1}+v_{2}}=9,6 \mathrm{~km} / \mathrm{h}$.\\"
"1. MECANICĂ","1.97","Două corpuri de mase $m_{1}=0,2 \mathrm{~kg}$ şi $m_{2}=0,6 \mathrm{~kg}$ sunt legate printr-un fir şi trase în sus cu o forţă $F=8 \mathrm{~N}$. Considerând accelerația gravitațională $g=9,8 \mathrm{~m} / \mathrm{s}^{2}$, tensiunea mecanică din firul de legătură este egală cu:\\","$8 \mathrm{~N}$","$7,8 \mathrm{~N}$","$6,25 \mathrm{~N}$","$6 \mathrm{~N}$","$10 \mathrm{~N}$","$6,7 \mathrm{~N}$","Ion Belciu","N/A","D","Conform principiului fundamental al dinamicii, legile de mişcare ale celor două corpuri (conform figurii problemei) sunt:\\ $F-m_{1} g-T=m_{1} a \quad (1)$;\\ $T-m_{2} g=m_{2} a \quad (2)$;\\ Adunând relațiile (1) şi (2) obținem:\\ $F-g\left(m_{1}+m_{2}\right)=\left(m_{1}+m_{2}\right) \cdot a$, de unde rezultă:\\ $a=\frac{F}{m_{1}+m_{2}}-g=\frac{8}{0,2+0,6}-9,8=(10-9,8) \mathrm{m} / \mathrm{s}^{2}=0,2 \mathrm{~m} / \mathrm{s}^{2}$.\\ Din relația (2) obținem:\\ $T=m_{2}(g+a)=0,6 \cdot(9,8+0,2) \mathrm{N}=6 \mathrm{~N}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-217}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.98","Un corp este aruncat pe verticală în sus cu viteza $v_{01}=20 \mathrm{~m} / \mathrm{s}$. După ce ajunge la înălțimea maximă, este aruncat în același mod un corp cu viteza inițială $v_{02}=10 \mathrm{~m} / \mathrm{s}$. Cunoscând accelerația gravitațională $g=10 \mathrm{~m} / \mathrm{s}^{2}$, timpul (în raport cu aruncarea celui de-al doilea corp) în care corpurile se întâlnesc este:\\","$9,2 \mathrm{~s}$","$5 \mathrm{~s}$","$10 \mathrm{~s}$","$2 \mathrm{~s}$","$2,5 \mathrm{~s}$","$4 \mathrm{~s}$","Ion Belciu","N/A","D","Spațiul şi viteza primului corp, la un moment dat, vor fi:\\ $h_{1}=v_{01} t-\frac{g t^{2}}{2}; \quad v=v_{01}-g t$;\\ Din condiția $v=0$, obținem $t_{u}=\frac{v_{01}}{g}$, care este timpul de urcare al primului corp. Înălțimea maximă la care ajunge primul corp este:\\ $h_{1 m}=h_{1}\left(t=t_{u}\right)=\frac{v_{01}^{2}}{2 g}=\frac{400}{20} \mathrm{~m}=20 \mathrm{~m}$.\\ Din momentul în care primul corp a ajuns la înălțimea $h_{1 u}$, spațiile parcurse de cele două corpuri vor fi $h_{1}^{\prime}=\frac{g t^{2}}{2}$, respectiv $h_{2}=v_{02} t-\frac{g t^{2}}{2}$. Timpul după care se întâlnesc corpurile este dat de condiția:\\ $h_{1}^{\prime}+h_{2}=h_{1 m} \text { sau } \frac{g t^{2}}{2}+v_{02} t-\frac{g t^{2}}{2}=h_{1 m}$, de unde rezultă:\\ $t=\frac{h_{1 m}}{v_{02}}=\frac{20}{10} \mathrm{~s}=2 \mathrm{~s}$.\\"
"1. MECANICĂ","1.99","Un corp de masă $m$, se mişcă uniform pe un plan orizontal sub acțiunea unei forțe $F$ aplicată ca în Fig. 1.8. Cunoscând accelerația gravitațională $g$, coeficientul de frecare dintre corp şi plan va fi:\\","$F+m g$","$\frac{m g \sin \alpha}{F}$","$\frac{m g+F \cos \alpha}{F \sin \alpha}$","$\frac{F \cos \alpha}{m g+F}$","$\frac{F \cos \alpha}{m g+F \sin \alpha}$","$F \operatorname{tg} \alpha$","Ion Belciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-024","E","Descompunem forța $F$ pe direcția orizontală şi verticală conform figurii problemei:\\ $F_{o}=F \cos \alpha; \quad F_{v}=F \sin \alpha$.\\ Forța de apăsare normală pe planul orizontal este:\\ $N=m g+F_{v}=m g+F \sin \alpha$, iar forța de frecare cu planul orizontal va fi:\\ $F_{f}=\mu N=\mu(m g+F \sin \alpha)$.\\ Pentru ca mişcarea să fie uniformă trebuie îndeplinită condiția:\\ $F_{o}-F_{f}=0 \Rightarrow F_{o}=F_{f}$;\\ $F \cos \alpha=\mu(m g+F \sin \alpha)$, de unde rezultă: $\mu=\frac{F \cos \alpha}{m g+F \sin \alpha}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-218}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.100","De un tren cu masa $M=110 \mathrm{t}$, care merge rectiliniu şi uniform, se desprinde la un moment dat ultimul vagon de masă $m=10 \mathrm{t}$. Vagonul parcurge o distanță $d=10 \mathrm{~km}$ până se opreşte. Considerând că forțele de frecare sunt proporționale cu greutatea şi că forța de tracțiune a locomotivei trenului a rămas constantă, distanța dintre vagonul oprit şi tren în momentul în care se opreşte vagonul este:\\","$32 \mathrm{~km}$","$25 \mathrm{~km}$","$12 \mathrm{~km}$","$24 \mathrm{~km}$","$11 \mathrm{~km}$","$12,5 \mathrm{~km}$","Ion Belciu","N/A","E","Conform enunțului, în cazul general forța de frecare poate fi scrisă sub forma: $F_{f}=b M^{\prime} g$ (1), unde $b$ este constanta de proporționalitate. La început mişcarea fiind uniformă, forța de tracțiune a trenului este $F_{t}=b M g$ (2), iar viteza trenului și a vagonului este $v_{0}$. După desprinderea de tren, vagonul merge uniform încetinit.\\ Din $v=v_{0}-a_{1} t=0$, aflăm timpul de oprire $t_{0}=\frac{v_{0}}{a_{1}}$, iar din $m a_{1}=b m g$ rezultă $a_{1}=b g$ şi $t_{0}=\frac{\nu_{0}}{b g}$ (3)\\ Spațiul parcurs de vagon până la oprire va fi:\\ $d=v_{0} t_{0}-\frac{a_{1} t_{0}^{2}}{2}=\frac{v_{0}^{2}}{2 b g}$ (4)\\ Accelerația trenului după desprinderea vagonului se află în felul următor:\\ $F_{t}-b(M-m) g=(M-m) a_{2}$;\\ $b M g-b M g+b m g=(M-m) a$.\\ Deci $a_{2}=\frac{b m g}{M-m}$ (5)\\ Spațiul parcurs de tren până la oprirea vagonului este:\\ $D=v_{0} t_{0}+\frac{a_{2} t_{0}^{2}}{2}=v_{0} \cdot \frac{v_{0}}{2 b g}+\frac{1}{2} \cdot \frac{b m g}{M-m} \frac{v_{0}^{2}}{b^{2} g^{2}}=\frac{v_{0}^{2}}{2 b g} \cdot \frac{(2 M-2 m+m)}{(M-m)}$;\\ Deci: $D=d \frac{(2 M-m)}{M-m}$.\\ Distanța dintre tren şi vagonul oprit va fi:\\ $x=D-d=\frac{2 M d-m d}{M-m}-d=\frac{2 M d-M d+m d}{M-m}$;\\ Deci: $x=\frac{M}{M-m} d=11 \mathrm{~km}$.\\"
"1. MECANICĂ","1.101","Un aviator de masă $m=70 \mathrm{~kg}$ execută un cerc de rază $R=800 \mathrm{~m}$ în plan vertical, cu viteza $v=700 \mathrm{~km} / \mathrm{h}$. Considerând accelerația gravitațională $g=10 \mathrm{~m} / \mathrm{s}^{2}$, forța maximă cu care aviatorul apasă asupra scaunului este:\\","$300 \mathrm{~N}$","$7500 \mathrm{~N}$","$4200 \mathrm{~N}$","$3000 \mathrm{~N}$","$5200 \mathrm{~N}$","$700 \mathrm{~N}$","Ion Belciu","N/A","C","Notăm cu $F_{c f}$ forța centrifugă şi cu $G$ greutatea aviatorului.\\ $v=720 \mathrm{~km} / \mathrm{h}=\frac{720 \cdot 10^{3}}{3600} \mathrm{~m} / \mathrm{s}=\frac{72}{36} \cdot 10^{2} \mathrm{~m} / \mathrm{s}=200 \mathrm{~m} / \mathrm{s}$.\\ Conform figurii problemei, forța din enunțul problemei va fi în punctul inferior al cercului. Deci:\\ $F=F_{c f}+G=\frac{m v^{2}}{R}+m g=m\left(\frac{v^{2}}{R}+g\right)=70\left(\frac{4 \cdot 10^{4}}{8 \cdot 10^{2}}+10\right) \mathrm{~N}=\\ =70\left(\frac{400}{8}+10\right) \mathrm{~N}=4200 \mathrm{~N}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-219}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.102","O săgeată de masă $m=0,2 \mathrm{~kg}$ şi cu viteza $v_{1}=15 \mathrm{~m} / \mathrm{s}$ pătrunde într-o bilă de plastilină de masă $M=0,3 \mathrm{~kg}$ şi care se află în repaus, formând un singur corp. Energia cinetică a corpului format este:\\","$20 \mathrm{~J}$","$16,2 \mathrm{~J}$","$8 \mathrm{~J}$","$9 \mathrm{~J}$","$785 \mathrm{~J}$","$5 \mathrm{~J}$","Ion Belciu","N/A","D","Aplicând legea conservării impulsului, viteza $v_{2}$ a corpului format se află în felul următor:\\ $m v_{1}=(m+M) \cdot v_{2} \Rightarrow v_{2}=\frac{m v_{1}}{m+M}=6 \mathrm{~m} / \mathrm{s}$;\\ Energia cinetică a corpului format este:\\ $E=\frac{m+M}{2} v_{2}^{2}=9 \mathrm{~J}$.\\"
"1. MECANICĂ","1.103","Un corp este aruncat cu viteza inițială $v_{0}$ de-a lungul unui plan înclinat cu unghiul $\alpha=30^{\circ}$ față de un plan orizontal, parcurgând o distanță $l=10 \mathrm{~m}$, fără frecare. Considerând accelerația gravitațională $g=10 \mathrm{~m} / \mathrm{s}^{2}$, valoarea vitezei $v_{0}$ este egală cu:\\","$9,8 \mathrm{~m} / \mathrm{s}$","$7 \mathrm{~m} / \mathrm{s}$","$12 \mathrm{~m} / \mathrm{s}$","$10 \mathrm{~m} / \mathrm{s}$","$8 \mathrm{~m} / \mathrm{s}$","$11 \mathrm{~m} / \mathrm{s}$","Ion Belciu","N/A","D","Conform figurii problemei, greutatea $G$ a corpului se descompune în două componente: una paralelă cu planul $G_{p}$ şi alta normală pe plan $G_{n}$.\\ $G_{p}=G \sin \alpha=m g \sin \alpha$;\\ $G_{n}=G \cos \alpha=m g \cos \alpha$.\\ Deoarece nu există frecare, componenta $G_{n}$ nu are nici o influență asupra mişcării. Din legea fundamentală a dinamicii: $-m g \sin \alpha=m a$, rezultă accelerația $a=-g \sin \alpha$ (1).\\ Deci corpul va efectua de-a lungul planului o mişcare uniform încetinită. Conform formulei lui Galilei, viteza corpului după ce parcurge o distanță $d$ va fi: $v=\sqrt{v_{0}^{2}-2 a d}$. În cazul nostru, când ajunge în punctul superior al planului viteza va fi: $\sqrt{v_{0}^{2}-2 g l \sin \alpha}=0$.\\ Deci: $v_{0}^{2}-2 g l \sin \alpha=0$ şi $v=\sqrt{2 g l \sin \alpha}=\sqrt{2 \cdot 10 \cdot 10 \cdot \frac{1}{2}}=10 \mathrm{~m} / \mathrm{s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-219(1)}\\ Figura problemei \end{center}\\"
